,Animais,Produtos,Nome,Descrição,Especificações,Peso,Preço,Imagem
0,Répteis,Alimentação,Ração Zootekna para Jabuti,"A Ração Zootekna para Jabuti é uma ração balanceada e possui fórmula enriquecida com minerais e vitaminas essenciais para a manutenção do organismo. Um alimento com ingredientes na medida certa, sendo excelente fonte de proteína e energia para a dieta de jabutis.","-- Feito sem a presença de corantes artificiais, fornecendo mais saúde e proteção; - Receita balanceada com probióticos em sua fórmula, favorece a saúde intestinal; - Excelente fonte de proteínas e nutrientes que fortalecem a estrutura de dentro para fora.",300g,"61,99",https://www.petlove.com.br/images/products/214394/hd_no_extent/Ra%C3%A7%C3%A3o_Zootekna_para_Jabuti_-_80_g_3102258-1.jpg?1627688393
1,Répteis,Alimentação,Ração Extrusada Megazoo para Tartarugas,"A Ração Extrusada Megazoo para Tartarugas é um alimento completo e balanceado, desenvolvido especialmente para tartarugas aquáticas, em especial tigres-d'água.",- Vitaminas e aminoácidos; - Contém inositol e ômega 3; - Possui minerais quelatados e probióticos; - Antioxidante natural com extrato de alecrim,280g,"121,52",https://www.petlove.com.br/images/products/225282/hd_no_extent/2511453.jpg?1627722448
2,Répteis,Alimentação,Ração Zootekna Mix para Jabuti,"A Ração Zootekna Mix para Jabuti, é um alimento composto por excelente fonte de proteína, minerais e energia com probiótico. Proporciona uma melhor digestão, além de ter sido produzido com misturas de rações, frutas e legumes itens básicos e fundamentais para que o animal tenha uma dieta saudável e balanceada.","Feito sem a presença de corantes artificiais, fornecendo mais saúde e proteção; - Receita saborosa ao paladar dos jabutis, proporciona fortalecimento e mais energia; - Excelente fonte de nutrientes fundamentais para a dieta dessa espécie.",200g,"35,68",https://www.petlove.com.br/images/products/214393/hd_no_extent/Ra%C3%A7%C3%A3o_Zootekna_Mix_para_Jabuti_-_200_g_3102261-2.jpg?1627688391
3,Répteis,Alimentação,Ração Megazoo para Jabutis Filhotes,"A Ração Megazoo para Jabutis Filhotes é um alimento balanceado e completo, primeira ração super premium do setor da América Latina. Conta com prebiótico FOS, além de parede de leveduras selecionadas, nova biotecnologia relacionada ao aperfeiçoamento do MOS. Contém antioxidantes, cantaxantina, betacaroteno, superóxido dismutase, SOD, uma ótima opção para alimentação do seu amiguinho filhotinho.","- Pode ser utilizada úmida, visando a otimização da hidratação nos primeiros meses de vida do seu amiguinho filhotinho; - Alimento 100% natural, indicada para filhotes jabutis; - Possui ômega 3 de cadeia longa (DHA).",200g,"57,78",https://www.petlove.com.br/images/products/250636/hd_no_extent/Ra%C3%A7%C3%A3o_Megazoo_para_Jabutis_Filhotes_-_200_g_2737320_2.jpg?1635942018
4,Roedores,Alimentação,"Ração Supra Funny Bunny Delícias da Horta Coelhos, Hamster e Outros Pequenos Roedores","Elaborada a partir de vegetais nobres, a Ração Supra Funny Bunny Delícias da Horta Coelhos, Hamster e Outros Pequenos Roedores possui alfafa verde, que aporta vitaminas e fibras importantes para a digestão, visão e eliminação de bolas de pelo. Com cenoura desidratada, cujo aporte de Caroteno e Vitamina C promove a calcificação dos ossos, além de atuar como antioxidante natural.","- Com cenoura, rica em vitamina A; - Alfafa, fonte de fibras essenciais; - Antioxidante natural; - Fecho Zip: abre para servir e fecha para conservar.","1,8kg","49,59",https://www.petlove.com.br/images/products/231948/hd_no_extent/Ra%C3%A7%C3%A3o_Supra_Funny_Bunny_Del%C3%ADcias_da_Horta_Coelhos__Hamster_e_Outros_Pequenos_Roedores_2154487.jpg?1627743939
5,Roedores,Alimentação,Ração Supra Funny Bunny Chinchila,"Elaborada especialmente para Chinchilas, Porquinhos da Índia e outros pequenos roedores de estimação, a Ração Supra Funny Bunny Chinchila é super saborosa. Sua composição é rica em ingredientes selecionados oferece minerais, vitaminas, fibras e outros importantes nutrientes essenciais para a saúde do seu pet.","- Com vitaminas e minerais; - Alfafa, fontes de fibras essenciais; - Alimento extrusado; - Fecho Zip: abre para servir e fecha para conservar.",700g,"19,17",https://www.petlove.com.br/images/products/204414/hd_no_extent/Ra%C3%A7%C3%A3o_Supra_Funny_Bunny_Chinchila_-_700_g_2154515.jpg?1627655863
6,Roedores,Alimentação,Ração Premium Pet Valle para Chinchila e Porquinho da Índia,"A Ração Premium Pet Valle para Chinchila e Porquinho da Índia foi elaborada especialmente para a dieta do seu pet, com ingredientes selecionados e sabor irresistível seu amiguinho vai adorar, além de ficar saudável.","- Pelagem sempre macia; - Reduz odor nas fezes e urina; - Com cenoura, alfafa e beterraba; - Alimento completo para chinchila e porquinho da índia.","1,8kg","47,99",https://www.petlove.com.br/images/products/220814/hd_no_extent/Ra%C3%A7%C3%A3o_Premium_Pet_Valle_para_Chinchila_e_Porquinho_da_%C3%8Dndia_2466026.jpg?1627706687
7,Roedores,Gaiolas e Acessórios,Brinquedo Chalesco Globo de Exercício Hamster,"O Brinquedo Chalesco Globo de Exercício Hamster é uma ótima opção para a diversão e entretenimento do seu pet. Como os roedores ficam privados de movimentos e exercícios quando domesticados, é preciso oferecê-los recursos que promovam movimentação. Ele poderá passear (girar) pela sua casa toda.","- Divertido e resistente, ótimo para a prática de exercício; - Indicado para Hamster, oferece conforto e segurança; - Contém travas nas laterais promovendo maior segurança; - Possui um design diferente e inovador que não ocupa espaço; - Leve e super pratico, podendo ser transportada para qualquer ambiente da casa.",tam P,"43,9",https://www.petlove.com.br/images/products/154726/hd_no_extent/080605617209_1.jpg?1627540506
8,Roedores,Gaiolas e Acessórios,Gaiola Bragança Mouse Fun para Hamster,"A Gaiola Bragança Mouse Fun para Hamster é uma acomodação perfeita para o seu amiguinho roedor, pois conta com acessórios que promovem diversão e conforto. A Moradia acompanha comedouro para que o seu amiguinho se alimente bem. Além disso conta com um sistema de tubos que passam pela área externa da gaiola, proporcionando muita diversão. Também acompanha rodinha de exercícios, cooperando para saúde do seu amiguinho.","- Indicado para Hamster, oferece conforto e segurança; - Contém travas nas laterais promovendo maior segurança; - Diversão garantida com o sistema de tubos que saem da gaiola; - Possui uma alça, podendo ser transportada para qualquer ambiente da casa; - Fundo com formato tradicional de bandeja em plástica, facilitando na hora da higienização.",tam unico,"185,9",https://www.petlove.com.br/images/products/256875/hd_no_extent/Gaiola_Bragan%C3%A7a_Mouse_Fun_para_Hamster_3102749271.png?1656000451
9,Roedores,Gaiolas e Acessórios,Gaiola Bragança Pop para Hamster,"A Gaiola Bragança Pop para Hamster é indicada para pequenos hamsters, uma gaiola de 2 andares ideal e de excelente custo benefício com ótima qualidade. É equipada com acessórios como, uma rodinha de plástico para exercícios com finalidade de seu bichinho brincar e se manter ativo, um comedouro de plástico e tubos coloridos que formam um circuito o que torna o ambiente do seu pet ainda mais divertido! Além disso, esta gaiola possui o fundo de plástico removível para facilitar na hora da higienização.","Contém travas nas laterais promovendo maior segurança; - Diversão garantida com o sistema de tubos que saem da gaiola; - Indicado para pequenos Hamsters, oferece conforto e segurança; - Possui uma alça, podendo ser transportada para qualquer ambiente da casa; - Fundo com formato tradicional de bandeja em plástica, facilitando na hora da higienização.",tam unico,"116,19",https://www.petlove.com.br/images/products/256877/hd_no_extent/Gaiola_Bragan%C3%A7a_Pop_para_Hamster_3102749273_%281%29.png?1656000518
10,Roedores,Gaiolas e Acessórios,Bebedouro para Hamster - 500 mL,"O Bebedouro para hamster, com sistema de duas bolinhas que impedem vazamento possui bico resistente para hidratação do seu pet com segurança.",- Prático e higiênico - Fácil instalação; - Modelo diferenciado.,500mL,"26,63",https://www.petlove.com.br/images/products/251549/hd_no_extent/Bebedouro_para_Hamster.jpg?1640021523
